Time [s],Pressure V1-P2 [ADC],Pressure V1-P1-Ins [ADC],Pressure V1-P1-Exp [ADC], Pressure V2-P2 [ADC],Pressure V2-P1-Ins [ADC], Pressure V2-P1-Exp [ADC]
14.344,5159,5159,1638,5407,5428,1638
14.354,5179,5179,1638,5429,5449,1638
14.364,5159,5159,1638,5435,5455,1638
14.374,5204,5204,1638,5460,5481,1638
14.384,5230,5230,1638,5459,5480,1638
14.394,5247,5247,1638,5455,5475,1638
14.404,5259,5259,1638,5457,5478,1638
14.414,5187,5187,1638,5452,5473,1638
14.424,5176,5176,1638,5471,5492,1638
14.434,5212,5212,1638,5491,5513,1638
14.444,5239,5239,1638,5481,5503,1638
14.454,5293,5293,1638,5458,5480,1638
14.464,5222,5222,1638,5456,5477,1638
14.474,5170,5170,1638,5472,5493,1638
14.484,5193,5193,1638,5471,5492,1638
14.494,5221,5221,1638,5453,5474,1638
14.504,5273,5273,1638,5459,5480,1638
14.514,5199,5199,1638,5453,5473,1638
14.524,5148,5148,1638,5428,5448,1638
14.534,5182,5182,1638,5442,5464,1638
14.544,5164,5164,1638,5437,5459,1638
14.554,5156,5156,1638,5423,5444,1638
14.564,5157,5157,1638,5420,5442,1638
14.574,5162,5162,1638,5396,5418,1638
14.584,5254,5254,1638,5439,5460,1638
14.594,5260,5260,1638,5437,5458,1638
14.604,5195,5195,1638,5439,5462,1638
14.614,5188,5188,1638,5468,5491,1638
14.624,5191,5191,1638,5433,5455,1638
14.634,5188,5188,1638,5448,5471,1638
14.644,5138,5138,1638,5436,5460,1638
14.654,5134,5134,1638,5414,5438,1638
14.664,5139,5139,1638,5443,5467,1638
14.674,5172,5172,1638,5470,5494,1638
14.684,5229,5229,1638,5483,5507,1638
14.694,5170,5170,1638,5458,5481,1638
14.704,5195,5195,1638,5456,5480,1638
14.714,5214,5214,1638,5435,5459,1638
14.724,5190,5190,1638,5448,5472,1638
14.734,5228,5228,1638,5495,5519,1638
14.744,5224,5224,1638,5501,5525,1638
14.754,5208,5208,1638,5503,5527,1638
14.764,5174,5174,1638,5448,5472,1638
14.774,5161,5161,1638,5405,5428,1638
14.784,5208,5208,1638,5440,5464,1638
14.794,5220,5220,1638,5456,5480,1638
14.804,5232,5232,1638,5459,5483,1638
14.814,5249,5249,1638,5455,5478,1638
14.824,5188,5188,1638,5431,5455,1638
14.834,5153,5153,1638,5433,5458,1638
14.844,5150,5150,1638,5483,5508,1638
14.854,5164,5164,1638,5474,5498,1638
14.864,5185,5185,1638,5431,5455,1638
14.874,5162,5162,1638,5450,5474,1638
14.884,5200,5200,1638,5459,5483,1638
14.894,5156,5156,1638,5450,5474,1638
14.904,5134,5134,1638,5447,5469,1638
14.914,5183,5183,1638,5417,5440,1638
14.924,5126,5127,1638,5431,5456,1638
14.934,5147,5147,1638,5485,5509,1638
14.944,5228,5228,1638,5515,5539,1638
14.954,5229,5229,1638,5516,5540,1638
14.964,5137,5137,1638,5444,5469,1638
14.974,5129,5129,1638,5406,5431,1638
14.984,5218,5218,1638,5459,5485,1638
14.994,5178,5178,1638,5464,5488,1638
15.004,5187,5187,1638,5476,5500,1638
15.014,5256,5256,1638,5477,5501,1638
15.024,5212,5212,1638,5444,5466,1638
15.034,5195,5195,1638,5467,5490,1638
15.044,5218,5218,1638,5493,5516,1638
15.054,5164,5164,1638,5488,5512,1638
15.064,5144,5144,1638,5493,5517,1638
15.074,5173,5173,1638,5479,5502,1638
15.084,5199,5199,1638,5508,5532,1638
15.094,5224,5224,1638,5516,5541,1638
15.104,5218,5218,1638,5459,5484,1638
15.114,5193,5193,1638,5455,5481,1638
15.124,5163,5163,1638,5436,5461,1638
15.134,5150,5150,1638,5416,5439,1638
15.144,5162,5162,1638,5421,5445,1638
15.154,5199,5199,1638,5430,5454,1638
15.164,5219,5220,1638,5457,5480,1638
15.174,5164,5164,1638,5428,5451,1638
15.184,5145,5145,1638,5433,5457,1638
15.194,5177,5177,1638,5472,5498,1638
15.204,5186,5186,1638,5432,5458,1638
15.214,5194,5194,1638,5438,5463,1638
15.224,5224,5225,1638,5490,5515,1638
15.234,5226,5226,1638,5461,5486,1638
15.244,5194,5194,1638,5471,5495,1638
15.254,5183,5183,1638,5492,5516,1638
15.264,5186,5186,1638,5471,5496,1638
15.274,5189,5189,1638,5474,5499,1638
15.284,5191,5191,1638,5468,5494,1638
15.294,5183,5183,1638,5456,5483,1638
15.304,5233,5233,1638,5479,5503,1638
15.314,5283,5283,1638,5537,5560,1638
15.324,5275,5275,1638,5545,5568,1638
15.334,5251,5251,1638,5530,5552,1638
15.344,5269,5269,1638,5555,5577,1638
15.354,5314,5314,1638,5527,5550,1638
15.364,5296,5296,1638,5490,5512,1638
15.374,5263,5263,1638,5488,5510,1638
15.384,5221,5221,1638,5473,5495,1638
15.394,5193,5193,1638,5454,5476,1638
15.404,5224,5224,1638,5459,5483,1638
15.414,5218,5218,1638,5456,5479,1638
15.424,5176,5176,1638,5427,5451,1638
15.434,5121,5121,1638,5429,5453,1638
15.444,5146,5146,1638,5468,5492,1638
15.454,5180,5180,1638,5445,5469,1638
15.464,5124,5124,1638,5392,5415,1638
15.474,5117,5117,1638,5388,5411,1638
15.484,5141,5141,1638,5384,5408,1638
15.494,5182,5182,1638,5413,5437,1638
15.504,5220,5220,1638,5484,5508,1638
15.514,5167,5167,1638,5480,5505,1638
15.524,5130,5130,1638,5462,5489,1638
15.534,5176,5176,1638,5484,5510,1638
15.544,5201,5201,1638,5466,5492,1638
15.554,5157,5157,1638,5439,5465,1638
15.564,5159,5159,1638,5405,5431,1638
15.574,5139,5139,1638,5406,5433,1638
15.584,5132,5132,1638,5457,5484,1638
15.594,5212,5212,1638,5431,5457,1638
15.604,5174,5174,1638,5412,5438,1638
15.614,5176,5176,1638,5427,5453,1638
15.624,5189,5189,1638,5401,5428,1638
15.634,5108,5108,1638,5389,5416,1638
15.644,5124,5124,1638,5392,5419,1638
15.654,5146,5146,1638,5393,5421,1638
15.664,5128,5128,1638,5415,5442,1638
15.674,5063,5063,1638,5398,5426,1638
15.684,5088,5088,1638,5397,5425,1638
15.694,5150,5150,1638,5420,5447,1638
15.704,5093,5093,1638,5392,5420,1638
15.714,5103,5103,1638,5380,5407,1638
15.724,5110,5110,1638,5371,5400,1638
15.734,5059,5059,1638,5353,5381,1638
15.744,5120,5120,1638,5422,5450,1638
15.754,5148,5148,1638,5450,5479,1638
15.764,5096,5096,1638,5395,5424,1638
15.774,5139,5139,1638,5414,5442,1638
15.784,5147,5147,1638,5430,5459,1638
15.794,5078,5078,1638,5412,5442,1638
15.804,5115,5115,1638,5427,5455,1638
15.814,5090,5090,1638,5409,5438,1638
15.824,5057,5057,1638,5392,5422,1638
15.834,5172,5172,1638,5419,5447,1638
15.844,5191,5191,1638,5447,5474,1638
15.854,5212,5212,1638,5477,5506,1638
15.864,5194,5194,1638,5480,5508,1638
15.874,5167,5167,1638,5452,5480,1638
15.884,5224,5225,1638,5459,5489,1638
15.894,5107,5107,1638,5459,5489,1638
15.904,5124,5124,1638,5450,5480,1638
15.914,5231,5231,1638,5459,5488,1638
15.924,5113,5113,1638,5431,5461,1638
15.934,5057,5057,1638,5380,5410,1638
15.944,5090,5091,1638,5359,5388,1638
15.954,5110,5110,1638,5382,5411,1638
15.964,5189,5189,1638,5442,5471,1638
15.974,5097,5098,1638,5426,5456,1638
15.984,5079,5080,1638,5371,5402,1638
15.994,5200,5200,1638,5401,5432,1638
16.004,5164,5164,1638,5467,5498,1638
16.014,5180,5180,1638,5489,5519,1638
16.024,5188,5188,1638,5464,5495,1638
16.034,5196,5196,1638,5436,5465,1638
16.044,5152,5153,1638,5408,5438,1638
16.054,5083,5083,1638,5387,5419,1638
16.064,5087,5087,1638,5392,5422,1638
16.074,5044,5044,1638,5388,5418,1638
16.084,5162,5162,1638,5405,5437,1638
16.094,5194,5194,1638,5428,5459,1638
16.104,5096,5096,1638,5409,5441,1638
16.114,5085,5085,1638,5386,5418,1638
16.124,5064,5064,1638,5385,5417,1638
16.134,5080,5081,1638,5360,5391,1638
16.144,5045,5046,1638,5325,5357,1638
16.154,5002,5002,1638,5330,5363,1638
16.164,5037,5037,1638,5373,5405,1638
16.174,5060,5060,1638,5383,5417,1638
16.184,5087,5089,1638,5359,5394,1638
16.194,5067,5068,1638,5353,5388,1638
16.204,4997,4997,1638,5357,5392,1638
16.214,5011,5011,1638,5336,5371,1638
16.224,5059,5059,1638,5317,5352,1638
16.234,5050,5051,1638,5328,5363,1638
16.244,5057,5058,1638,5392,5428,1638
16.254,5057,5058,1638,5403,5438,1638
16.264,5028,5029,1638,5323,5358,1638
16.274,5012,5013,1638,5365,5401,1638
16.284,5023,5025,1638,5431,5465,1638
16.294,5015,5015,1638,5379,5412,1638
16.304,5002,5002,1638,5365,5400,1638
16.314,5047,5048,1638,5389,5425,1638
16.324,5089,5089,1638,5418,5454,1638
16.334,5068,5068,1638,5409,5446,1638
16.344,5048,5049,1638,5380,5416,1638
16.354,5018,5018,1638,5356,5392,1638
16.364,4999,5000,1638,5335,5370,1638
16.374,5069,5069,1638,5377,5413,1638
16.384,5111,5111,1638,5405,5443,1638
16.394,5026,5026,1638,5346,5382,1638
16.404,4973,4974,1638,5318,5354,1638
16.414,4946,4946,1638,5319,5356,1638
16.424,4963,4964,1638,5296,5333,1638
16.434,5045,5045,1638,5337,5374,1638
16.444,4988,4988,1638,5358,5396,1638
16.454,4925,4925,1638,5248,5285,1638
16.464,4883,4884,1638,5226,5265,1638
16.474,4826,4826,1638,5180,5219,1638
16.484,4889,4890,1638,5090,5129,1638
16.494,4799,4802,1638,5101,5144,1638
16.504,4580,4583,1638,4963,5007,1638
16.514,4547,4552,1638,4916,4962,1638
16.524,4460,4468,1638,4869,4920,1638
16.534,4388,4398,1638,4690,4743,1638
16.544,4419,4430,1638,4687,4740,1638
16.554,4247,4259,1638,4611,4670,1638
16.564,4188,4202,1638,4515,4578,1638
16.574,4237,4253,1638,4523,4587,1638
16.584,4253,4269,1638,4500,4567,1638
16.594,4200,4218,1638,4474,4543,1638
16.604,4083,4103,1638,4452,4523,1638
16.614,4110,4131,1638,4419,4491,1638
16.624,4086,4108,1638,4411,4485,1638
16.634,4091,4117,1638,4386,4461,1638
16.644,4025,4050,1638,4319,4394,1638
16.654,3992,4016,1638,4323,4401,1638
16.664,4034,4061,1638,4348,4427,1638
16.674,3911,3941,1638,4323,4405,1638
16.684,4052,4082,1638,4362,4445,1638
16.694,4030,4060,1638,4371,4455,1638
16.704,3926,3957,1638,4338,4424,1638
16.714,4102,4134,1638,4346,4430,1638
16.724,4004,4037,1638,4318,4403,1638
16.734,3879,3911,1638,4310,4398,1638
16.744,3935,3968,1638,4346,4434,1638
16.754,3974,4008,1638,4327,4416,1638
16.764,4086,4120,1638,4339,4428,1638
16.774,4125,4159,1638,4388,4478,1638
16.784,4049,4084,1638,4385,4477,1638
16.794,4051,4086,1638,4381,4473,1638
16.804,3968,4004,1638,4386,4480,1638
16.814,3907,3942,1638,4412,4507,1638
16.824,4045,4079,1638,4470,4564,1638
16.834,4141,4175,1638,4473,4567,1638
16.844,4088,4125,1638,4393,4486,1638
16.854,3964,4003,1638,4343,4438,1638
16.864,3940,3977,1638,4396,4491,1638
16.874,4056,4091,1638,4419,4515,1638
16.884,4095,4132,1638,4416,4512,1638
16.894,4006,4046,1638,4411,4506,1638
16.904,4049,4088,1638,4385,4481,1638
16.914,4165,4204,1638,4408,4504,1638
16.924,4128,4167,1638,4405,4503,1638
16.934,4052,4092,1638,4357,4456,1638
16.944,3980,4023,1638,4353,4453,1638
16.954,3950,3994,1638,4387,4488,1638
16.964,4011,4053,1638,4354,4456,1638
16.974,3939,3983,1638,4287,4391,1638
16.984,3869,3913,1638,4365,4467,1638
16.994,4013,4056,1638,4416,4519,1638
17.004,4073,4115,1638,4336,4441,1638
17.014,4055,4100,1638,4330,4436,1638
17.024,4156,4202,1638,4425,4531,1638
17.034,4200,4243,1638,4478,4583,1638
17.044,4143,4187,1638,4459,4563,1638
17.054,3995,4040,1638,4445,4549,1638
17.064,3982,4025,1638,4449,4554,1638
17.074,4050,4095,1638,4447,4554,1638
17.084,4019,4065,1638,4416,4525,1638
17.094,4044,4091,1638,4384,4494,1638
17.104,4035,4082,1638,4409,4518,1638
17.114,4084,4129,1638,4395,4505,1638
17.124,4027,4074,1638,4391,4504,1638
17.134,3924,3971,1638,4452,4563,1638
17.144,4011,4056,1638,4380,4488,1638
17.154,3963,4008,1638,4302,4410,1638
17.164,3945,3992,1638,4418,4529,1638
17.174,4023,4071,1638,4428,4540,1638
17.184,4053,4102,1638,4367,4478,1638
17.194,4027,4078,1638,4381,4495,1638
17.204,3956,4008,1638,4354,4471,1638
17.214,3969,4021,1638,4343,4457,1638
17.224,3961,4013,1638,4299,4411,1638
17.234,3944,3995,1638,4283,4399,1638
17.244,3990,4041,1638,4337,4453,1638
17.254,3920,3971,1638,4344,4459,1638
17.264,3825,3875,1638,4289,4405,1638
17.274,3916,3968,1638,4274,4388,1638
17.284,3940,3992,1638,4368,4484,1638
17.294,3806,3860,1638,4344,4461,1638
17.304,3992,4044,1638,4285,4399,1638
17.314,4116,4166,1638,4312,4427,1638
17.324,3915,3971,1638,4284,4404,1638
17.334,3956,4012,1638,4303,4422,1638
17.344,3986,4039,1638,4332,4447,1638
17.354,3899,3949,1638,4279,4394,1638
17.364,3878,3929,1638,4308,4427,1638
17.374,3885,3937,1638,4345,4464,1638
17.384,3912,3963,1638,4258,4377,1638
17.394,3883,3936,1638,4257,4377,1638
17.404,3925,3979,1638,4344,4464,1638
17.414,3914,3966,1638,4292,4411,1638
17.424,3886,3942,1638,4245,4365,1638
17.434,4035,4090,1638,4332,4451,1638
17.444,4049,4101,1638,4419,4538,1638
17.454,3928,3983,1638,4402,4520,1638
17.464,3954,4010,1638,4312,4429,1638
17.474,3959,4012,1638,4332,4450,1638
17.484,4038,4091,1638,4395,4513,1638
17.494,4094,4149,1638,4378,4495,1638
17.504,3974,4029,1638,4385,4505,1638
17.514,4099,4152,1638,4385,4504,1638
17.524,4169,4221,1638,4374,4491,1638
17.534,3929,3980,1638,4407,4523,1638
17.544,3974,4026,1638,4467,4584,1638
17.554,4060,4112,1638,4436,4553,1638
17.564,3998,4047,1638,4424,4540,1638
17.574,4158,4208,1638,4487,4605,1638
17.584,4119,4170,1638,4393,4509,1638
17.594,4007,4057,1638,4345,4458,1638
17.604,4133,4183,1638,4462,4578,1638
17.614,4121,4172,1638,4503,4622,1638
17.624,4087,4138,1638,4524,4640,1638
17.634,4118,4165,1638,4550,4665,1638
17.644,4070,4120,1638,4521,4637,1638
17.654,4137,4187,1638,4525,4641,1638
17.664,4175,4222,1638,4540,4655,1638
17.674,4158,4206,1638,4516,4629,1638
17.684,4150,4199,1638,4519,4632,1638
17.694,4068,4114,1638,4521,4633,1638
17.704,4222,4266,1638,4475,4588,1638
17.714,4228,4273,1638,4425,4541,1638
17.724,4106,4153,1638,4480,4594,1638
17.734,4110,4158,1638,4501,4611,1638
17.744,4049,4096,1638,4419,4531,1638
17.754,4127,4175,1638,4464,4577,1638
17.764,4131,4180,1638,4475,4589,1638
17.774,4027,4076,1638,4329,4443,1638
17.784,4089,4137,1638,4446,4561,1638
17.794,4106,4155,1638,4584,4701,1638
17.804,4083,4133,1638,4452,4568,1638
17.814,4134,4181,1638,4416,4529,1638
17.824,4108,4152,1638,4426,4539,1638
17.834,4121,4168,1638,4497,4610,1638
17.844,4189,4237,1638,4545,4656,1638
17.854,4032,4079,1638,4451,4563,1638
17.864,3999,4047,1638,4427,4540,1638
17.874,4157,4205,1638,4435,4547,1638
17.884,4031,4079,1638,4473,4584,1638
17.894,3996,4041,1638,4476,4588,1638
17.904,4122,4167,1638,4498,4608,1638
17.914,4198,4245,1638,4509,4618,1638
17.924,4215,4261,1638,4457,4568,1638
17.934,4023,4070,1638,4477,4588,1638
17.944,4036,4082,1638,4460,4571,1638
17.954,4134,4179,1638,4469,4579,1638
17.964,4151,4195,1638,4517,4626,1638
17.974,4218,4262,1638,4600,4710,1638
17.984,4217,4264,1638,4672,4782,1638
17.994,4176,4222,1638,4543,4652,1638
18.004,4068,4113,1638,4488,4597,1638
18.014,4063,4109,1638,4525,4635,1638
18.024,4144,4191,1638,4500,4612,1638
18.034,4109,4156,1638,4453,4566,1638
18.044,4091,4139,1638,4402,4516,1638
18.054,4107,4157,1638,4425,4540,1638
18.064,4118,4166,1638,4481,4593,1638
18.074,4173,4220,1638,4517,4628,1638
18.084,4165,4214,1638,4502,4614,1638
18.094,4153,4198,1638,4484,4595,1638
18.104,4181,4224,1638,4517,4627,1638
18.114,4079,4125,1638,4517,4628,1638
18.124,4056,4102,1638,4543,4654,1638
18.134,4166,4211,1638,4606,4716,1638
18.144,4147,4192,1638,4599,4709,1638
18.154,4174,4218,1638,4595,4704,1638
18.164,4251,4295,1638,4612,4722,1638
18.174,4195,4237,1638,4587,4696,1638
18.184,4241,4282,1638,4606,4713,1638
18.194,4260,4302,1638,4603,4709,1638
18.204,4163,4206,1638,4585,4691,1638
18.214,4190,4234,1638,4576,4684,1638
18.224,4122,4169,1638,4494,4602,1638
18.234,4036,4082,1638,4470,4578,1638
18.244,4217,4261,1638,4546,4654,1638
18.254,4253,4296,1638,4566,4675,1638
18.264,4174,4217,1638,4541,4650,1638
18.274,4174,4221,1638,4511,4619,1638
18.284,4070,4115,1638,4462,4572,1638
18.294,4080,4126,1638,4447,4557,1638
18.304,4161,4209,1638,4438,4547,1638
18.314,4070,4117,1638,4393,4502,1638
18.324,3992,4038,1638,4445,4553,1638
18.334,4083,4129,1638,4459,4567,1638
18.344,4165,4211,1638,4431,4540,1638
18.354,4133,4178,1638,4497,4607,1638
18.364,4096,4139,1638,4445,4554,1638
18.374,4058,4105,1638,4446,4556,1638
18.384,4117,4164,1638,4548,4659,1638
18.394,4205,4251,1638,4582,4692,1638
18.404,4217,4264,1638,4678,4788,1638
18.414,4242,4286,1638,4719,4829,1638
18.424,4190,4232,1638,4652,4759,1638
18.434,4167,4208,1638,4635,4739,1638
18.444,4263,4302,1638,4690,4794,1638
18.454,4298,4336,1638,4708,4813,1638
18.464,4318,4356,1638,4721,4825,1638
18.474,4425,4464,1638,4806,4910,1638
18.484,4538,4574,1638,4915,5015,1638
18.494,4608,4639,1638,5032,5127,1638
18.504,4782,4809,1638,5144,5236,1638
18.514,5014,5037,1638,5354,5442,1638
18.524,5087,5107,1638,5600,5684,1638
18.534,5147,5165,1638,5701,5780,1638
18.544,5393,5405,1638,5866,5940,1638
18.554,5575,5584,1638,6037,6107,1638
18.564,5633,5640,1638,6033,6097,1638
18.574,5655,5659,1638,5988,6047,1638
18.584,5634,5637,1638,5997,6055,1638
18.594,5643,5646,1638,6017,6073,1638
18.604,5692,5695,1638,6028,6080,1638
18.614,5796,5797,1638,6096,6144,1638
18.624,5790,1638,5790,6110,6156,1638
18.634,5677,1638,5677,6070,6114,1638
18.644,5684,5684,1638,6064,6105,1638
18.654,5696,5696,1638,6004,6042,1638
18.664,5672,5672,1638,5979,6016,1638
18.674,5648,5648,1638,5960,5995,1638
18.684,5565,5565,1638,5874,5905,1638
18.694,5546,5546,1638,5842,5874,1638
18.704,5609,5609,1638,5884,5914,1638
18.714,5602,5602,1638,5916,5946,1638
18.724,5588,5588,1638,5916,5945,1638
18.734,5573,5573,1638,5865,5892,1638
18.744,5521,5521,1638,5832,5859,1638
18.754,5529,5529,1638,5785,5812,1638
18.764,5527,5527,1638,5713,5738,1638
18.774,5431,5431,1638,5696,5721,1638
18.784,5365,5365,1638,5636,5660,1638
18.794,5348,5348,1638,5581,5606,1638
18.804,5312,5312,1638,5599,5624,1638
18.814,5329,5329,1638,5621,5645,1638
18.824,5325,5325,1638,5599,5624,1638
18.834,5254,5254,1638,5545,5569,1638
18.844,5278,5278,1638,5550,5574,1638
18.854,5276,5276,1638,5517,5541,1638
18.864,5206,5206,1638,5497,5521,1638
18.874,5233,5233,1638,5521,5544,1638
18.884,5281,5281,1638,5498,5522,1638
18.894,5287,5287,1638,5514,5539,1638
18.904,5292,5292,1638,5512,5537,1638
18.914,5264,5264,1638,5466,5490,1638
18.924,5227,5227,1638,5470,5495,1638
18.934,5221,5221,1638,5473,5498,1638
18.944,5224,5224,1638,5441,5464,1638
18.954,5222,5222,1638,5421,5445,1638
18.964,5216,5216,1638,5436,5460,1638
18.974,5232,5232,1638,5461,5486,1638
18.984,5244,5244,1638,5489,5514,1638
18.994,5223,5223,1638,5485,5510,1638
19.004,5224,5224,1638,5465,5489,1638
19.014,5224,5224,1638,5479,5503,1638
19.024,5224,5224,1638,5510,5534,1638
19.034,5281,5281,1638,5508,5532,1638
19.044,5257,5257,1638,5489,5513,1638
19.054,5240,5240,1638,5530,5553,1638
19.064,5308,5308,1638,5555,5579,1638
19.074,5275,5275,1638,5504,5528,1638
19.084,5255,5255,1638,5514,5537,1638
19.094,5228,5228,1638,5492,5514,1638
19.104,5195,5195,1638,5466,5488,1638
19.114,5250,5250,1638,5517,5539,1638
19.124,5235,5235,1638,5527,5549,1638
19.134,5212,5212,1638,5506,5528,1638
19.144,5256,5256,1638,5472,5494,1638
19.154,5205,5205,1638,5461,5483,1638
19.164,5227,5227,1638,5499,5520,1638
19.174,5302,5302,1638,5518,5539,1638
19.184,5229,5229,1638,5503,5525,1638
19.194,5219,5219,1638,5487,5510,1638
19.204,5277,5277,1638,5509,5532,1638
19.214,5275,5275,1638,5515,5538,1638
19.224,5242,5242,1638,5472,5495,1638
19.234,5195,5195,1638,5432,5454,1638
19.244,5191,5191,1638,5426,5448,1638
19.254,5226,5226,1638,5439,5461,1638
19.264,5236,5236,1638,5471,5494,1638
19.274,5212,5212,1638,5479,5502,1638
19.284,5238,5238,1638,5450,5472,1638
19.294,5297,5297,1638,5465,5487,1638
19.304,5292,5292,1638,5513,5536,1638
19.314,5249,5249,1638,5506,5529,1638
19.324,5243,5243,1638,5490,5511,1638
19.334,5247,5247,1638,5486,5508,1638
19.344,5257,5257,1638,5490,5513,1638
19.354,5249,5249,1638,5486,5508,1638
19.364,5211,5211,1638,5470,5493,1638
19.374,5225,5225,1638,5495,5517,1638
19.384,5283,5283,1638,5537,5558,1638
19.394,5313,5313,1638,5544,5565,1638
19.404,5320,5320,1638,5524,5545,1638
19.414,5293,5293,1638,5527,5549,1638
19.424,5268,5268,1638,5550,5572,1638
19.434,5293,5293,1638,5538,5561,1638
19.444,5287,5287,1638,5527,5550,1638
19.454,5239,5239,1638,5506,5528,1638
19.464,5229,5229,1638,5497,5519,1638
19.474,5251,5251,1638,5517,5539,1638
19.484,5258,5258,1638,5503,5525,1638
19.494,5235,5235,1638,5469,5491,1638
19.504,5207,5207,1638,5454,5476,1638
19.514,5180,5180,1638,5461,5482,1638
19.524,5200,5200,1638,5487,5509,1638
19.534,5236,5236,1638,5486,5508,1638
19.544,5236,5236,1638,5471,5492,1638
19.554,5242,5242,1638,5497,5518,1638
19.564,5253,5253,1638,5523,5544,1638
19.574,5252,5252,1638,5509,5529,1638
19.584,5257,5257,1638,5489,5509,1638
19.594,5286,5286,1638,5491,5511,1638
19.604,5266,5266,1638,5493,5514,1638
19.614,5168,5168,1638,5469,5490,1638
19.624,5131,5131,1638,5449,5470,1638
19.634,5130,5130,1638,5432,5451,1638
19.644,5164,5164,1638,5428,5448,1638
19.654,5175,5175,1638,5437,5458,1638
19.664,5144,5144,1638,5453,5473,1638
19.674,5182,5182,1638,5460,5481,1638
19.684,5166,5166,1638,5422,5444,1638
19.694,5147,5147,1638,5401,5423,1638
19.704,5181,5181,1638,5422,5444,1638
19.714,5189,5189,1638,5452,5475,1638
19.724,5215,5215,1638,5484,5506,1638
19.734,5222,5222,1638,5470,5492,1638
19.744,5219,5219,1638,5451,5473,1638
19.754,5219,5219,1638,5465,5487,1638
19.764,5222,5222,1638,5481,5502,1638
19.774,5239,5239,1638,5472,5494,1638
19.784,5253,5253,1638,5459,5482,1638
19.794,5231,5231,1638,5440,5462,1638
19.804,5180,5180,1638,5404,5426,1638
19.814,5185,5185,1638,5401,5422,1638
19.824,5226,5226,1638,5429,5449,1638
19.834,5239,5239,1638,5465,5485,1638
19.844,5239,5239,1638,5483,5504,1638
19.854,5231,5231,1638,5458,5478,1638
19.864,5232,5232,1638,5458,5478,1638
19.874,5226,5226,1638,5433,5453,1638
19.884,5220,5220,1638,5408,5428,1638
19.894,5247,5247,1638,5437,5457,1638
19.904,5234,5234,1638,5459,5481,1638
19.914,5175,5175,1638,5459,5482,1638
19.924,5187,5187,1638,5436,5458,1638
19.934,5200,5200,1638,5437,5459,1638
19.944,5186,5186,1638,5455,5477,1638
19.954,5187,5187,1638,5456,5478,1638
19.964,5168,5168,1638,5459,5481,1638
19.974,5171,5171,1638,5453,5474,1638
19.984,5217,5217,1638,5474,5496,1638
19.994,5254,5254,1638,5473,5495,1638
20.004,5240,5240,1638,5462,5484,1638
20.014,5206,5206,1638,5451,5473,1638
20.024,5215,5215,1638,5435,5457,1638
20.034,5208,5208,1638,5443,5466,1638
20.044,5168,5168,1638,5430,5452,1638
20.054,5188,5188,1638,5456,5477,1638
20.064,5241,5241,1638,5460,5480,1638
20.074,5218,5218,1638,5437,5458,1638
20.084,5200,5200,1638,5498,5519,1638
20.094,5236,5236,1638,5523,5544,1638
20.104,5246,5246,1638,5531,5551,1638
20.114,5285,5285,1638,5567,5587,1638
20.124,5352,5352,1638,5608,5627,1638
20.134,5330,5330,1638,5590,5609,1638
20.144,5275,5275,1638,5543,5563,1638
20.154,5288,1638,5288,5579,5597,1638
20.164,5325,5325,1638,5589,5606,1638
20.174,5292,5292,1638,5534,5550,1638
20.184,5265,5265,1638,5486,5503,1638
20.194,5282,5282,1638,5461,5478,1638
20.204,5261,5261,1638,5459,5477,1638
20.214,5229,5229,1638,5456,5472,1638
20.224,5237,5237,1638,5457,5473,1638
20.234,5242,5242,1638,5443,5460,1638
20.244,5224,5224,1638,5429,5446,1638
20.254,5222,5222,1638,5419,5435,1638
20.264,5199,5199,1638,5401,5418,1638
20.274,5141,5141,1638,5390,5407,1638
20.284,5157,5157,1638,5385,5401,1638
20.294,5185,5185,1638,5397,5413,1638
20.304,5185,1638,5185,5417,5434,1638
20.314,5187,5187,1638,5423,5439,1638
20.324,5191,5191,1638,5426,5443,1638
20.334,5192,5192,1638,5421,5439,1638
20.344,5162,5162,1638,5437,5455,1638
20.354,5175,5175,1638,5456,5474,1638
20.364,5209,5209,1638,5450,5468,1638
20.374,5228,5228,1638,5461,5478,1638
20.384,5275,5275,1638,5485,5502,1638
20.394,5237,5237,1638,5453,5471,1638
20.404,5162,5162,1638,5417,5433,1638
20.414,5183,5183,1638,5436,5452,1638
20.424,5187,5187,1638,5436,5453,1638
20.434,5171,5171,1638,5433,5450,1638
20.444,5229,5229,1638,5450,5467,1638
20.454,5257,5257,1638,5414,5431,1638
20.464,5228,5228,1638,5402,5419,1638
20.474,5181,5181,1638,5416,5432,1638
20.484,5165,1638,5165,5428,5446,1638
20.494,5202,5202,1638,5469,5488,1638
20.504,5261,5261,1638,5493,5511,1638
20.514,5291,5291,1638,5475,5492,1638
20.524,5253,1638,5253,5455,5471,1638
20.534,5244,1638,5244,5463,5479,1638
20.544,5281,5281,1638,5488,5504,1638
20.554,5255,5255,1638,5487,5504,1638
20.564,5213,5213,1638,5471,5487,1638
20.574,5222,5222,1638,5458,5474,1638
20.584,5250,1638,5250,5450,5467,1638
20.594,5252,5252,1638,5466,5483,1638
20.604,5253,5253,1638,5469,5485,1638
20.614,5223,1638,5223,5441,5456,1638
20.624,5180,5180,1638,5426,5441,1638
20.634,5176,1638,5176,5421,5437,1638
20.644,5178,5178,1638,5436,5452,1638
